fund_name,company,id,createdAtMicro,amount,currency,date,executionDate,extraInfo,fund,investment,elementId,elementType,name,subtype,type,isCalculated,data.name,data.date,data.type,data.subtype3,data.amount,data.currency,data.name_quarterly,data.hidden,data.docs_ronda,data.subtype,data.reported_value,data.convertible_floor,data.convertible_cap,data.convertible_descuento,data.convertible_interest,data.capitalization,data.marca_valor,data.pps,data.premoney,data.importe_ronda,data.shares,data.company_shares,data.company_shares_fd,data.follow_on,data.nombre_ronda,data.notas,data.exchange_rate,data.divestment_treatment,data.subtype1,data.position_to_convert,data.subtype5,data.capitalizacion,data.fecha_madurez,data.subtype2,data.escrow_type,data.escrow_date,data.fecha_escrow_update,data.justificacion_valoracion,data.escrow_milestone
Fund II,Tier Mobility,s6xOgowBubVKhabYH1Fh,2023-12-19T13:40:00+00:00,0,EUR,2021-12-14T00:00:00+00:00,2024-07-22 00:00:00,[],qxsDposBzWTQuO_KVE_Q,rxtKgowBzWTQuO_KnlhI,rxtKgowBzWTQuO_KnlhI,portfolio,Inversion - Follow on - Ronda 6,primary,investment,True,Inversion - Follow on - Ronda 6,2021-12-14T00:00:00+00:00,investment,,0,EUR,,,,primary,1728045996,,,,,No,TRUE,11302.84,,191582380,0,152886,152886,Follow On,Series C1,,,,,,,0,,,,,,,
Fund II,Tier Mobility,tKxOgowBubVKhabYH1Fk,2023-12-19T13:40:00+00:00,0,EUR,2022-03-31T00:00:00+00:00,2024-06-27 00:00:00,[],qxsDposBzWTQuO_KVE_Q,rxtKgowBzWTQuO_KnlhI,rxtKgowBzWTQuO_KnlhI,portfolio,Inversion - Follow on - Ronda 7,primary,investment,True,Inversion - Follow on - Ronda 7,2022-03-31T00:00:00+00:00,investment,,0,EUR,,,,primary,2339079482,,,,,No,TRUE,14424.16,,133828002.8,0,162164,162164,Follow On,Series C3,,,,,,,0,,,,,,,
Fund II,Tier Mobility,xxQbVY0BPeG1yz-cNbF1,2024-01-29T12:04:00+00:00,,,2022-12-31T00:00:00+00:00,2024-01-29 00:00:00,[],qxsDposBzWTQuO_KVE_Q,rxtKgowBzWTQuO_KnlhI,rxtKgowBzWTQuO_KnlhI,portfolio,Valuation at cost,fair_value,valuation,True,Valuation at cost,2022-12-31T00:00:00+00:00,Valuation,Fair Value,1849298.3,Euro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fund II,Tier Mobility,OjbUwpIBGNk3VFi46as_,2024-10-25T08:39:00+00:00,0,,2023-12-31T00:00:00+00:00,2024-10-25 00:00:00,[],qxsDposBzWTQuO_KVE_Q,rxtKgowBzWTQuO_KnlhI,rxtKgowBzWTQuO_KnlhI,portfolio,Wo,fair_value,valuation,True,Wo,2023-12-31T00:00:00+00:00,Valuation,Fair Value,0,Euro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fund II,Tier Mobility,eRU8WpABPeG1yz-cxMm7,2024-06-27T15:07:00+00:00,0,EUR,2024-03-31T00:00:00+00:00,2024-06-27 00:00:00,[],qxsDposBzWTQuO_KVE_Q,rxtKgowBzWTQuO_KnlhI,rxtKgowBzWTQuO_KnlhI,portfolio,Dott Merger,primary,investment,True,Dott Merger,2024-03-31T00:00:00+00:00,Investment,,0,Euro,,No,,Primary,0,,,,,No,No,0,,,0,2701535,2701535,,,,,,,,,,,,,,,,
Fund II,Vilynx,taxOgowBubVKhabYH1Fm,2023-12-19T13:40:00+00:00,2000000,USD,2017-02-07T00:00:00+00:00,2024-07-22 00:00:00,[],qxsDposBzWTQuO_KVE_Q,4qxKgowBubVKhabYmk9Z,4qxKgowBubVKhabYmk9Z,portfolio,Inversion - Inicial - Ronda 1,primary,investment,True,Inversion - Inicial - Ronda 1,2017-02-07T00:00:00+00:00,investment,,2000000,USD,,,,primary,12447532,,,,,No,TRUE,0.1118,,3305000,17892768,119284934,119284934,Initial,Series A,,0.94093952,,,,,0,,,,,,,
Fund II,Vilynx,tqxOgowBubVKhabYH1Fp,2023-12-19T13:40:00+00:00,2499894.54,USD,2018-04-24T00:00:00+00:00,2024-07-22 00:00:00,[],qxsDposBzWTQuO_KVE_Q,4qxKgowBubVKhabYmk9Z,4qxKgowBubVKhabYmk9Z,portfolio,Inversion - Follow-on - Ronda 2,primary,investment,True,Inversion - Follow-on - Ronda 2,2018-04-24T00:00:00+00:00,investment,,2499894.54,USD,,,,primary,34365571,,,,,No,TRUE,0.2321652,,8413949.12,10731464,178381131,178381131,Follow On,Series A Extension,,0.829806657,,,,,0,,,,,,,
Fund II,Vilynx,t6xOgowBubVKhabYH1Fs,2023-12-19T13:40:00+00:00,6964000,USD,2020-08-03T00:00:00+00:00,2024-07-22 00:00:00,[],qxsDposBzWTQuO_KVE_Q,4qxKgowBubVKhabYmk9Z,4qxKgowBubVKhabYmk9Z,portfolio,Desinversión - Venta,cash,partial_divestment,True,Desinversión - Venta,2020-08-03T00:00:00+00:00,partial_divestment,,6964000,USD,,No,,,42705842,,,,,,TRUE,1.5720946,,,28624232,178381131,178381131,,Exit,,0.804136707,,cash,,,0,,,,,,,
Fund II,Vilynx,uKxOgowBubVKhabYH1Fv,2023-12-19T13:40:00+00:00,0,,2021-12-13T00:00:00+00:00,,[],qxsDposBzWTQuO_KVE_Q,4qxKgowBubVKhabYmk9Z,4qxKgowBubVKhabYmk9Z,portfolio,Esscrow Amount,escrow_account,partial_divestment,True,Esscrow Amount,2021-12-13T00:00:00+00:00,partial_divestment,,0,USD,,,,,,,,,,,FALSE,,,,,,,,,,0.823587551,,escrow_account,,,0,,,escrow,,,,
Fund II,Vilynx,uaxOgowBubVKhabYH1Fy,2023-12-19T13:40:00+00:00,1090703.1,USD,2022-06-07T00:00:00+00:00,2024-07-22 00:00:00,[],qxsDposBzWTQuO_KVE_Q,4qxKgowBubVKhabYmk9Z,4qxKgowBubVKhabYmk9Z,portfolio,Desinversión - Venta,cash,partial_divestment,True,Desinversión - Venta,2022-06-07T00:00:00+00:00,partial_divestment,,1090703.1,USD,,,,,42705842,,,,,,FALSE,0,,,0,0,0,,Escrow,,0.93440478,,cash,,,0,,,,,,,
Fund II,Vilynx,ly0UV5wBnMR5qjflHOg_,2026-02-13T12:57:00+00:00,224977.58,USD,2025-11-21T00:00:00+00:00,2026-02-13 00:00:00,[],qxsDposBzWTQuO_KVE_Q,4qxKgowBubVKhabYmk9Z,4qxKgowBubVKhabYmk9Z,portfolio,Desinversion - Venta,cash,partial_divestment,False,Desinversion - Venta,2025-11-21T00:00:00+00:00,Partial Divestment,,224977.58,Dollar,,No,,,42705842,,,,,,No,0,,,0,0,0,,,,0.862143286,Divestment Proceeds,Cash,,,,,,,,,,
Fund III,Acurable,3cXsgYwBilbKVyxjTNaj,2023-12-19T11:53:00+00:00,3461992.78,GBP,2022-07-08T00:00:00+00:00,2024-02-06 00:00:00,[],nRsCposBzWTQuO_KnE_-,XhvpgYwBzWTQuO_KD1gQ,XhvpgYwBzWTQuO_KD1gQ,portfolio,Ronda 1,primary,investment,True,Ronda 1,2022-07-08T00:00:00+00:00,investment,,3461992.78,GBP,,,,primary,39618830,,,,,No,TRUE,10.4989685,25964998.98,7789499.72,329746,3215030,3215030,Initial,Series A,,1.169453866,,,,,0,,,,,,,
Fund III,Acurable,4sXsgYwBilbKVyxjTNax,2023-12-19T11:53:00+00:00,0,GBP,2022-12-21T00:00:00+00:00,2024-07-02 00:00:00,[],nRsCposBzWTQuO_KnE_-,XhvpgYwBzWTQuO_KD1gQ,XhvpgYwBzWTQuO_KD1gQ,portfolio,Series A Extension,primary,investment,True,Series A Extension,2022-12-21T00:00:00+00:00,investment,,0,GBP,,,,primary,42849992.57,,,,,No,TRUE,11.54886535,36254949.59,1749994.32,0,3290795,3290795,Follow On,Series A Extension,,0.87651,,,,,0,,,,,,,
Fund III,Acurable,1BVkvo8BPeG1yz-cbK1F,2024-05-28T08:50:00+00:00,4382017.32,,2023-12-31T00:00:00+00:00,2024-05-28 00:00:00,[],nRsCposBzWTQuO_KnE_-,XhvpgYwBzWTQuO_KD1gQ,XhvpgYwBzWTQuO_KD1gQ,portfolio,Valuation 23Q4,fair_value,valuation,True,Valuation 23Q4,2023-12-31T00:00:00+00:00,Valuation,Fair Value,4382017.32,Euro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fund III,Acurable,_zZlvo8BGNk3VFi4nizG,2024-05-28T08:51:00+00:00,4453505.05,,2024-03-31T00:00:00+00:00,2024-05-28 00:00:00,[],nRsCposBzWTQuO_KnE_-,XhvpgYwBzWTQuO_KD1gQ,XhvpgYwBzWTQuO_KD1gQ,portfolio,Valuation 24Q1,fair_value,valuation,True,Valuation 24Q1,2024-03-31T00:00:00+00:00,Valuation,Fair Value,4453505.05,Euro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fund III,Acurable,PxY-m5IBPeG1yz-cfD70,2024-10-17T16:10:00+00:00,3808192.151,,2024-06-30T00:00:00+00:00,2024-10-17 00:00:00,[],nRsCposBzWTQuO_KnE_-,XhvpgYwBzWTQuO_KD1gQ,XhvpgYwBzWTQuO_KD1gQ,portfolio,Valuation 24Q2,fair_value,valuation,True,Valuation 24Q2,2024-06-30T00:00:00+00:00,Valuation,Fair Value,3808192.151,Pounds,,,,,,,,,,,,,,,,,,,,,1.181502398,,,,,,,,,,,,
Fund III,Belvo,0sXsgYwBilbKVyxjTNaD,2023-12-19T11:53:00+00:00,1499963.3,USD,2021-06-01T00:00:00+00:00,2024-07-22 00:00:00,[],nRsCposBzWTQuO_KnE_-,JsXpgYwBilbKVyxjD9QR,JsXpgYwBilbKVyxjD9QR,portfolio,Inversión - Inicial - Ronda 1,primary,investment,True,Inversión - Inicial - Ronda 1,2021-06-01T00:00:00+00:00,investment,,1499963.3,USD,,,,primary,132981200,,,,,No,TRUE,108.7166273,120000000,42569517.4,13797,1495351,1495351,Initial,Series A,,0.819604953,,,,,0,,,,,,,
Fund III,Belvo,dPc6XpYBjKFidjqz2_BX,2025-04-22T16:00:00+00:00,1800004.75,USD,2025-02-28T00:00:00+00:00,2025-04-22 00:00:00,[],nRsCposBzWTQuO_KnE_-,JsXpgYwBilbKVyxjD9QR,JsXpgYwBilbKVyxjD9QR,portfolio,Series A2,primary,investment,True,Series A2,2025-02-28T00:00:00+00:00,Investment,,1800004.75,Dollar,,No,[],Primary,49354576.13,,,,,No,Yes,13.115362,,,137244,3763112,3763112,Follow On,,,0.963388597,,,,,,,,,,,,
Fund III,Belvo,GBdnX5YBPeG1yz-cMRdV,2025-04-22T21:28:00+00:00,0,,2025-02-28T00:00:00+00:00,2025-04-22 00:00:00,[],nRsCposBzWTQuO_KnE_-,JsXpgYwBilbKVyxjD9QR,JsXpgYwBilbKVyxjD9QR,portfolio,Series A2 - Additional shares,primary,investment,True,Series A2 - Additional shares,2025-02-28T00:00:00+00:00,Investment,,0,Dollar,,No,[],Primary,,,,,,No,Yes,13.115362,,,9157,3763112,3763112,Follow On,,,0.963388597,,,,,,,,,,,,
Fund III,Belvo,DxdlX5YBPeG1yz-crhc1,2025-04-22T21:27:00+00:00,0,,2025-02-28T00:00:00+00:00,2025-04-22 00:00:00,[],nRsCposBzWTQuO_KnE_-,JsXpgYwBilbKVyxjD9QR,JsXpgYwBilbKVyxjD9QR,portfolio,Series A2 - Warrants,primary,investment,True,Series A2 - Warrants,2025-02-28T00:00:00+00:00,Investment,,0,Dollar,,No,[],Primary,,,,,,No,Yes,13.115362,,,6490,3763112,3763112,Follow On,,,0.963388597,,,,,,,,,,,,
Fund III,Belvo,mvdoX5YBjKFidjqz5PCP,2025-04-22T21:30:00+00:00,19.79727425,,2025-03-31T00:00:00+00:00,2025-04-22 00:00:00,[],nRsCposBzWTQuO_KnE_-,JsXpgYwBilbKVyxjD9QR,JsXpgYwBilbKVyxjD9QR,portfolio,Valuation at cost,pps,valuation,True,Valuation at cost,2025-03-31T00:00:00+00:00,Valuation,Price per Share,19.79727425,Dollar,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Fund III,Cala,lxcsXpYBPeG1yz-cdBag,2025-04-22T15:44:00+00:00,1555500,,2025-02-05T00:00:00+00:00,2025-04-22 00:00:00,[],nRsCposBzWTQuO_KnE_-,uDcqXpYBGNk3VFi4yCD_,uDcqXpYBGNk3VFi4yCD_,portfolio,Seed Round - SAFE,convertible_notes,investment,True,Seed Round - SAFE,2025-02-05T00:00:00+00:00,Investment,,1555500,Dollar,,No,[],Convertible Notes,,,,,,,,,,,,,,Initial,Seed Round - SAFE,,0.97991181,,,,,,,,,,,,
Fund III,Capchase,_xUmVZABPeG1yz-cSMQw,2024-06-26T15:24:00+00:00,3853121.4,EUR,2022-04-11T00:00:00+00:00,2024-06-26 00:00:00,[],nRsCposBzWTQuO_KnE_-,C6zpgYwBubVKhabYD08H,C6zpgYwBubVKhabYD08H,portfolio,Inversión inicial - secondary 1,primary,investment,True,Inversión inicial - secondary 1,2022-04-11T00:00:00+00:00,Investment,,3853121.4,Euro,,No,[],Primary,730327416,,,,,No,Yes,24.69,700000000,55000000,156060,29579887,29579887,Initial,Inversión inicial - secondary 1,,,,,,,,,,,,,,
Fund III,Capchase,28XsgYwBilbKVyxjTNad,2023-12-19T11:53:00+00:00,199948,USD,2022-04-12T00:00:00+00:00,2024-06-26 00:00:00,[],nRsCposBzWTQuO_KnE_-,C6zpgYwBubVKhabYD08H,C6zpgYwBubVKhabYD08H,portfolio,Inversion Inicial - Secondary 2,primary,investment,True,Inversion Inicial - Secondary 2,2022-04-12T00:00:00+00:00,investment,,199948,USD,,No,[],primary,730327416,,,,,No,Yes,26.8675,700000000,55000000,7442,29579887,29579887,Initial,Inversión inicial - secondary 2,,0.923787512,,,,,0,,,,,,,
Fund III,Capchase,XwlFVZABZc09Kj9CPHrK,2024-06-26T15:58:00+00:00,4229219.2,,2022-06-30T00:00:00+00:00,2024-06-26 00:00:00,[],nRsCposBzWTQuO_KnE_-,C6zpgYwBubVKhabYD08H,C6zpgYwBubVKhabYD08H,portfolio,FV 22Q2,fair_value,valuation,True,FV 22Q2,2022-06-30T00:00:00+00:00,Valuation,Fair Value,4229219.2,Euro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fund III,Capchase,NxVJVZABPeG1yz-cA8X2,2024-06-26T16:02:00+00:00,0,USD,2024-02-09T00:00:00+00:00,2024-06-26 00:00:00,[],nRsCposBzWTQuO_KnE_-,C6zpgYwBubVKhabYD08H,C6zpgYwBubVKhabYD08H,portfolio,Series B3 - Downround 2024,primary,investment,True,Series B3 - Downround 2024,2024-02-09T00:00:00+00:00,Investment,,0,Dollar,,,,Primary,300868687,,,,,No,Yes,10.3863,295843701.6,5000000,0,28967841,28967841,Follow On,Series B3 - Downround 2024,Se indica en € al no reflejar el FX en la op de la VCLand,0,,,,,,,,,,,,
Fund III,Capchase,OhVQVZABPeG1yz-ctsV7,2024-06-26T16:11:00+00:00,0,USD,2024-03-30T00:00:00+00:00,2024-06-26 00:00:00,[],nRsCposBzWTQuO_KnE_-,C6zpgYwBubVKhabYD08H,C6zpgYwBubVKhabYD08H,portfolio,Valuation update Q1'24,primary,investment,True,Valuation update Q1'24,2024-03-30T00:00:00+00:00,Investment,,0,Dollar,,,,Primary,,,,,,No,Yes,7.789725,,,0,28967841,28967841,Follow On,Valuation update Q1'24,No se dispone de FX,0,,,,,,,,,,,,
Fund III,Capchase,dQlYVZABZc09Kj9Cono2,2024-06-26T16:19:00+00:00,1178092.33,,2024-03-31T00:00:00+00:00,2024-06-26 00:00:00,[],nRsCposBzWTQuO_KnE_-,C6zpgYwBubVKhabYD08H,C6zpgYwBubVKhabYD08H,portfolio,Valuation 24Q1,fair_value,valuation,True,Valuation 24Q1,2024-03-31T00:00:00+00:00,Valuation,Fair Value,1178092.33,Euro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fund III,Capchase,Uvc5IJMBjKFidjqzAnW0,2024-11-12T11:53:00+00:00,0,,2024-09-30T00:00:00+00:00,2024-11-12 00:00:00,[],nRsCposBzWTQuO_KnE_-,C6zpgYwBubVKhabYD08H,C6zpgYwBubVKhabYD08H,portfolio,Write-off,equity,write_off,True,Write-off,2024-09-30T00:00:00+00:00,Write Off,,0,Euro,,,,,,,,,,,,,,,,,,,,,,,,,Equity,,,,,,,,
Fund III,Circular,0MXsgYwBilbKVyxjTNZ9,2023-12-19T11:53:00+00:00,2740993.61,EUR,2021-05-27T00:00:00+00:00,2024-01-30 00:00:00,[],nRsCposBzWTQuO_KnE_-,CqzpgYwBubVKhabYD08G,CqzpgYwBubVKhabYD08G,portfolio,Participaciones - Ronda 1,primary,investment,True,Participaciones - Ronda 1,2021-05-27T00:00:00+00:00,investment,,2740993.61,EUR,,,,primary,24260848,,,,,No,Yes,40.9082,18292015.85,5968832.33,67004,593056,593056,Initial,Series A,,,,,,,0,,,,,,,
Fund III,Circular,0cXsgYwBilbKVyxjTNaA,2023-12-19T11:53:00+00:00,258987.9,EUR,2021-05-28T00:00:00+00:00,2024-01-30 00:00:00,[],nRsCposBzWTQuO_KnE_-,CqzpgYwBubVKhabYD08G,CqzpgYwBubVKhabYD08G,portfolio,Participaciones - Ronda 1,primary,investment,True,Participaciones - Ronda 1,2021-05-28T00:00:00+00:00,investment,,258987.9,EUR,,,,primary,,,,,,No,No,30.8437,,,8442,593056,593056,Sale,Secondary,,,,,,,0,,,,,,,
Fund III,Circular,rgjiWY0BZc09Kj9C4Ljy,2024-01-30T10:20:00+00:00,,,2021-05-31T00:00:00+00:00,2024-01-30 00:00:00,[],nRsCposBzWTQuO_KnE_-,CqzpgYwBubVKhabYD08G,CqzpgYwBubVKhabYD08G,portfolio,Valuation at cost,fair_value,valuation,True,Valuation at cost,2021-05-31T00:00:00+00:00,Valuation,Fair Value,2999981.51,Euro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fund III,Circular,ywk2dJABZc09Kj9CW4WI,2024-07-02T16:10:00+00:00,3086360.06,,2023-06-30T00:00:00+00:00,2024-07-02 00:00:00,[],nRsCposBzWTQuO_KnE_-,CqzpgYwBubVKhabYD08G,CqzpgYwBubVKhabYD08G,portfolio,Valuation at cost,fair_value,valuation,True,Valuation at cost,2023-06-30T00:00:00+00:00,Valuation,Fair Value,3086360.06,Euro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,En web intra tenemos un valuation method = exit value el cual nos causa un descuadre a partir del 2023Q2. Este descuadre tratamos de solucionarlo mediante esta operacion,
Fund III,Circular,UhVdVZABPeG1yz-cucVz,2024-06-26T16:25:00+00:00,102656.77,EUR,2024-01-31T00:00:00+00:00,2024-06-26 00:00:00,[],nRsCposBzWTQuO_KnE_-,CqzpgYwBubVKhabYD08G,CqzpgYwBubVKhabYD08G,portfolio,Sale,cash,full_divestment,True,Sale,2024-01-31T00:00:00+00:00,Full Divestment,,102656.77,Euro,,,,,0,,,,,,,,,,75446,593056,593056,,,pps->1.36066550910585,,,,,,,,Cash,,,,,
Fund III,Evernest,18XsgYwBilbKVyxjTNaR,2023-12-19T11:53:00+00:00,4999796,EUR,2021-12-22T00:00:00+00:00,2024-07-22 00:00:00,[],nRsCposBzWTQuO_KnE_-,CazpgYwBubVKhabYD08F,CazpgYwBubVKhabYD08F,portfolio,Initial Investment,primary,investment,True,Initial Investment,2021-12-22T00:00:00+00:00,investment,,4999796,EUR,,,,primary,54695444,,,,,No,TRUE,742.25,42000000,12695444,6736,68754,68754,Initial,Series A,,,,,,,0,,,,,,,
Fund III,Evernest,6MXsgYwBilbKVyxjTNbB,2023-12-19T11:53:00+00:00,1000000,EUR,2023-05-09T00:00:00+00:00,2024-06-26 00:00:00,[],nRsCposBzWTQuO_KnE_-,CazpgYwBubVKhabYD08F,CazpgYwBubVKhabYD08F,portfolio,Convertible,convertible_notes,investment,True,Convertible,2023-05-09T00:00:00+00:00,investment,,1000000,EUR,,,,convertible_notes,,,,,,,,,,,,,,Follow On,Convertible,,,,,,,0,,,,,,,
Fund III,Evernest,WRViVZABPeG1yz-cj8V0,2024-06-26T16:30:00+00:00,84595.2,EUR,2024-03-04T00:00:00+00:00,2024-06-26 00:00:00,[],nRsCposBzWTQuO_KnE_-,CazpgYwBubVKhabYD08F,CazpgYwBubVKhabYD08F,portfolio,Secondary purchase - 2024,secondary,investment,True,Secondary purchase - 2024,2024-03-04T00:00:00+00:00,Investment,,84595.2,Euro,,,,Secondary,,,,,,No,No,559.785043,,,151,73689,73689,Follow On,,,,,,,,,,,,,,,
Fund III,Evernest,YDZzBpMBGNk3VFi4fKyU,2024-11-07T11:47:00+00:00,1520,EUR,2024-08-07T00:00:00+00:00,2024-11-07 00:00:00,[],nRsCposBzWTQuO_KnE_-,CazpgYwBubVKhabYD08F,CazpgYwBubVKhabYD08F,portfolio,Convertible conversion,primary,investment,True,Convertible conversion,2024-08-07T00:00:00+00:00,Investment,,1520,Euro,,No,[],Primary,,,,,,Yes,Yes,742.25,,,1520,82231,82231,Follow On,Convertible conversion,,,,,Convertible (Investment - Convertible notes),,,,,,,,,
Fund III,Evernest,f_d4BpMBjKFidjqz6mm-,2024-11-07T11:53:00+00:00,500276.5,EUR,2024-08-07T00:00:00+00:00,2024-11-07 00:00:00,[],nRsCposBzWTQuO_KnE_-,CazpgYwBubVKhabYD08F,CazpgYwBubVKhabYD08F,portfolio,Series A1 - Extension,primary,investment,True,Series A1 - Extension,2024-08-07T00:00:00+00:00,Investment,,500276.5,Euro,,No,[],Primary,58496722.5,,,,,No,Yes,742.25,56497101,1999621.5,674,82231,82231,Follow On,Series A1 - Extension,,,,,,,,,,,,,,
Fund III,Evernest,axYQFZUBPeG1yz-cgup-,2025-02-17T17:59:00+00:00,0,,2024-10-11T00:00:00+00:00,2025-02-17 00:00:00,[],nRsCposBzWTQuO_KnE_-,CazpgYwBubVKhabYD08F,CazpgYwBubVKhabYD08F,portfolio,Series A extension - 2nd tranche,primary,investment,True,Series A extension - 2nd tranche,2024-10-11T00:00:00+00:00,Investment,,0,Euro,,No,[],Primary,,,,,,No,Yes,742.25,,,0,86273,86273,Follow On,,,,,,,,,,,,,,,
Fund III,Frenetic,7cXsgYwBilbKVyxjTNbR,2023-12-19T11:53:00+00:00,3716430.96,EUR,2023-07-04T00:00:00+00:00,2024-07-22 00:00:00,[],nRsCposBzWTQuO_KnE_-,JcXpgYwBilbKVyxjD9QR,JcXpgYwBilbKVyxjD9QR,portfolio,Initial Investment - Primary,primary,investment,True,Initial Investment - Primary,2023-07-04T00:00:00+00:00,investment,,3716430.96,EUR,,,,primary,39348148.9,,,,,No,TRUE,760.94,30000000,9348147.9,4884,51710,51710,Initial,Initial,,,,,,,0,,,,,,,
Fund III,Frenetic,7sXsgYwBilbKVyxjTNbU,2023-12-19T11:53:00+00:00,782272.54,EUR,2023-07-04T00:00:00+00:00,2024-07-22 00:00:00,[],nRsCposBzWTQuO_KnE_-,JcXpgYwBilbKVyxjD9QR,JcXpgYwBilbKVyxjD9QR,portfolio,Initial investment - Secondary,secondary,investment,True,Initial investment - Secondary,2023-07-04T00:00:00+00:00,investment,,782272.54,EUR,,No,[],secondary,39348148.9,,,,,No,FALSE,593.53,,,1318,51710,51710,Initial,Initial,,,,,,,0,,,,,,,
Fund III,Gamestry,y8XsgYwBilbKVyxjTNZK,2023-12-19T11:53:00+00:00,800000,EUR,2021-03-09T00:00:00+00:00,2024-07-22 00:00:00,[],nRsCposBzWTQuO_KnE_-,XxvpgYwBzWTQuO_KD1gR,XxvpgYwBzWTQuO_KD1gR,portfolio,Convertible - No Ronda,convertible_notes,investment,True,Convertible - No Ronda,2021-03-09T00:00:00+00:00,investment,,800000,EUR,,,,convertible_notes,,,,,,,,,,,,,,Initial,Convertible Note,,,,,,,0,,,,,,,
Fund III,Gamestry,zMXsgYwBilbKVyxjTNZw,2023-12-19T11:53:00+00:00,526099,EUR,2021-03-09T00:00:00+00:00,2024-07-02 00:00:00,[],nRsCposBzWTQuO_KnE_-,XxvpgYwBzWTQuO_KD1gR,XxvpgYwBzWTQuO_KD1gR,portfolio,Participaciones - No Ronda,primary,investment,True,Participaciones - No Ronda,2021-03-09T00:00:00+00:00,investment,,526099,EUR,,,,primary,9499997,,,,,No,No,1777.361483,9499997.14,4050000,296,5345,5345,Sale,Secondary,,,,,,,0,,,,,,,
Fund III,Gamestry,zcXsgYwBilbKVyxjTNZ0,2023-12-19T11:53:00+00:00,85313,EUR,2021-03-31T00:00:00+00:00,2024-07-02 00:00:00,[],nRsCposBzWTQuO_KnE_-,XxvpgYwBzWTQuO_KD1gR,XxvpgYwBzWTQuO_KD1gR,portfolio,Inversión - Compraventa - No Ronda,primary,investment,True,Inversión - Compraventa - No Ronda,2021-03-31T00:00:00+00:00,investment,,85313,EUR,,,,primary,9499997.14,,,,,No,No,1777.361486,9499997.14,,48,5345,5345,Sale,Secondary,,,,,,,0,,,,,,,
Fund III,Gamestry,2sXsgYwBilbKVyxjTNaa,2023-12-19T11:53:00+00:00,500000,EUR,2022-04-06T00:00:00+00:00,2024-07-22 00:00:00,[],nRsCposBzWTQuO_KnE_-,XxvpgYwBzWTQuO_KD1gR,XxvpgYwBzWTQuO_KD1gR,portfolio,Convertible - No Ronda,convertible_notes,investment,True,Convertible - No Ronda,2022-04-06T00:00:00+00:00,investment,,500000,EUR,,,,convertible_notes,,,,,,,,,,0,,,,Sale,Convertible Note,,,,,,,0,,,,,,,
Fund III,Gamestry,2AkQdJABZc09Kj9CGoT-,2024-07-02T15:28:00+00:00,0,EUR,2023-03-31T00:00:00+00:00,2024-07-02 00:00:00,[],nRsCposBzWTQuO_KnE_-,XxvpgYwBzWTQuO_KD1gR,XxvpgYwBzWTQuO_KD1gR,portfolio,Write-Off,fair_value,valuation,True,Write-Off,2023-03-31T00:00:00+00:00,Valuation,Fair Value,0,Euro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fund III,Gotrade,1sXsgYwBilbKVyxjTNaP,2023-12-19T11:53:00+00:00,499999.51,USD,2021-10-28T00:00:00+00:00,2024-06-27 00:00:00,[],nRsCposBzWTQuO_KnE_-,KMXpgYwBilbKVyxjD9QR,KMXpgYwBilbKVyxjD9QR,portfolio,Initial Investment,primary,investment,True,Initial Investment,2021-10-28T00:00:00+00:00,investment,,499999.51,USD,,No,[],primary,44854654,,,,,No,Yes,1.82279719,40000000,12000000,274303,28527584,28527584,Initial,Series A,,0.862887226,,,,,0,,,,,,,
Fund III,Green Eagle,z8XsgYwBilbKVyxjTNZ6,2023-12-19T11:53:00+00:00,999997.06,EUR,2021-05-12T00:00:00+00:00,2024-07-22 00:00:00,[],nRsCposBzWTQuO_KnE_-,DazpgYwBubVKhabYGk9e,DazpgYwBubVKhabYGk9e,portfolio,Participaciones - Ronda 1,primary,investment,True,Participaciones - Ronda 1,2021-05-12T00:00:00+00:00,investment,,999997.06,EUR,,,,primary,7755426,,,,,No,TRUE,14.744,5255425.81,2500000,67824,526004,526004,Initial,Series A,,,,,,,0,,,,,,,
Fund III,Green Eagle,gBWIdJABPeG1yz-cA9Pg,2024-07-02T17:39:00+00:00,420007.5,EUR,2023-12-11T00:00:00+00:00,2024-07-02 00:00:00,[],nRsCposBzWTQuO_KnE_-,DazpgYwBubVKhabYGk9e,DazpgYwBubVKhabYGk9e,portfolio,Series A,primary,investment,True,Series A,2023-12-11T00:00:00+00:00,Investment,,420007.5,Euro,,,,Primary,24000000,,,,,No,Yes,29.54431585,18000000,5999999.99,13452,812339,812339,Follow On,Series A,,,,,,,,,,,,,,
