fund_name,company,id,createdAtMicro,amount,currency,date,executionDate,extraInfo,fund,investment,elementId,elementType,name,subtype,type,isCalculated,data.name,data.date,data.type,data.subtype3,data.amount,data.currency,data.name_quarterly,data.hidden,data.docs_ronda,data.subtype,data.reported_value,data.convertible_floor,data.convertible_cap,data.convertible_descuento,data.convertible_interest,data.capitalization,data.marca_valor,data.pps,data.premoney,data.importe_ronda,data.shares,data.company_shares,data.company_shares_fd,data.follow_on,data.nombre_ronda,data.notas,data.exchange_rate,data.divestment_treatment,data.subtype1,data.position_to_convert,data.subtype5,data.capitalizacion,data.fecha_madurez,data.subtype2,data.escrow_type,data.escrow_date,data.fecha_escrow_update,data.justificacion_valoracion,data.escrow_milestone
Fund II,KD,lKxOgowBubVKhabYHlH_,2023-12-19T13:40:00+00:00,1000004.25,EUR,2017-04-10T00:00:00+00:00,2024-07-22 00:00:00,[],qxsDposBzWTQuO_KVE_Q,NcVKgowBilbKVyxjktdt,NcVKgowBilbKVyxjktdt,portfolio,Inversion Inicial - Ronda 1,primary,investment,True,Inversion Inicial - Ronda 1,2017-04-10T00:00:00+00:00,investment,,1000004.25,EUR,,,,primary,22897492,,,,,No,TRUE,12.8094,,3500008.75,81633,1787550,1787550,Initial,Seed Round,,,,,,,0,,,,,,,
Fund II,KD,laxOgowBubVKhabYH1EC,2023-12-19T13:40:00+00:00,1000004.25,EUR,2017-09-29T00:00:00+00:00,2024-07-22 00:00:00,[],qxsDposBzWTQuO_KVE_Q,NcVKgowBilbKVyxjktdt,NcVKgowBilbKVyxjktdt,portfolio,Inversion - Follow on - Ronda 1,primary,investment,True,Inversion - Follow on - Ronda 1,2017-09-29T00:00:00+00:00,investment,,1000004.25,EUR,,,,primary,22897492,,,,,No,TRUE,12.25,,3500008.75,81633,1869183,1869183,Initial,Seed Round Extension,,,,,,,0,,,,,,,
Fund II,KD,NqxOgowBubVKhabYHVFx,2023-12-19T13:40:00+00:00,500000,EUR,2018-02-26T00:00:00+00:00,2024-07-22 00:00:00,[],qxsDposBzWTQuO_KVE_Q,NcVKgowBilbKVyxjktdt,NcVKgowBilbKVyxjktdt,portfolio,Inversion - Follow on - Ronda 2,primary,investment,True,Inversion - Follow on - Ronda 2,2018-02-26T00:00:00+00:00,investment,,500000,EUR,,,,primary,34396832,,,,,No,TRUE,16,,4489904,31250,2149802,2149802,Follow On,Series A,,,,,,,0,,,,,,,
Fund II,KD,lqxOgowBubVKhabYH1EG,2023-12-19T13:40:00+00:00,1000004.25,EUR,2019-05-27T00:00:00+00:00,2024-07-22 00:00:00,[],qxsDposBzWTQuO_KVE_Q,NcVKgowBilbKVyxjktdt,NcVKgowBilbKVyxjktdt,portfolio,Inversion - Follow on - Ronda 1,primary,investment,True,Inversion - Follow on - Ronda 1,2019-05-27T00:00:00+00:00,investment,,1000004.25,EUR,,No,,primary,34396832,,,,,No,FALSE,9.1467,,1050009,81633,2235517,2235517,Follow On,Series A,,,,,,,0,,,,,,,
Fund II,KD,l6xOgowBubVKhabYH1EJ,2023-12-19T13:40:00+00:00,300000,EUR,2019-09-27T00:00:00+00:00,2024-07-22 00:00:00,[],qxsDposBzWTQuO_KVE_Q,NcVKgowBilbKVyxjktdt,NcVKgowBilbKVyxjktdt,portfolio,Inversion - Follow on - Ronda 3,primary,investment,True,Inversion - Follow on - Ronda 3,2019-09-27T00:00:00+00:00,investment,,300000,EUR,,No,,primary,34396832,,,,,No,FALSE,16,,1350000,18750,2319892,2319892,Follow On,Series A2,,,,,,,0,,,,,,,
Fund II,KD,OaxOgowBubVKhabYHVF5,2023-12-19T13:40:00+00:00,99996.75,EUR,2020-04-30T00:00:00+00:00,2024-07-22 00:00:00,[],qxsDposBzWTQuO_KVE_Q,NcVKgowBilbKVyxjktdt,NcVKgowBilbKVyxjktdt,portfolio,Inversion - Follow on - Convertible - Ronda 4,convertible_notes,investment,True,Inversion - Follow on - Convertible - Ronda 4,2020-04-30T00:00:00+00:00,investment,,99996.75,EUR,,,,convertible_notes,,,,,,,,,,,,,,Follow On,Convertible,,,,,,,0,,,,,,,
Fund II,KD,JqxOgowBubVKhabYHVEI,2023-12-19T13:40:00+00:00,0,EUR,2020-12-31T00:00:00+00:00,2024-01-29 00:00:00,[],qxsDposBzWTQuO_KVE_Q,NcVKgowBilbKVyxjktdt,NcVKgowBilbKVyxjktdt,portfolio,Participaciones por Capitalización de pres/conv. previos - Ronda 5,primary,investment,True,Participaciones por Capitalización de pres/conv. previos - Ronda 5,2020-12-31T00:00:00+00:00,investment,,0,EUR,,,,primary,,,,,,Yes,FALSE,12.25,,,8163,2512792,2512792,Follow On,Conversion Convertible,,,,,Inversion - Follow on - Convertible - Ronda 4 (Investment - Convertible notes),,1,,,,,,,
Fund II,KD,mKxOgowBubVKhabYH1EM,2023-12-19T13:40:00+00:00,0,EUR,2021-12-16T00:00:00+00:00,2024-07-03 00:00:00,[],qxsDposBzWTQuO_KVE_Q,NcVKgowBilbKVyxjktdt,NcVKgowBilbKVyxjktdt,portfolio,Ajuste y revalorización (kdpof/kdroc),primary,investment,True,Ajuste y revalorización (kdpof/kdroc),2021-12-16T00:00:00+00:00,investment,,0,EUR,,,,primary,43154048.67,,,,,No,TRUE,17.17374485,43154048.67,,0,2512792,2512792,Follow On,Spin-off KDROC/KDPOF,,,,,,,0,,,,,,,
Fund II,KD,Hfe-vJEBjKFidjqzu0k4,2024-09-04T11:15:00+00:00,0,,2024-07-30T00:00:00+00:00,2024-09-04 00:00:00,[],qxsDposBzWTQuO_KVE_Q,NcVKgowBilbKVyxjktdt,NcVKgowBilbKVyxjktdt,portfolio,Corning First tranche July 2024,primary,investment,True,Corning First tranche July 2024,2024-07-30T00:00:00+00:00,Investment,,0,Euro,,No,[],Primary,87422903.12,,,,,No,Yes,33.53,85587906.81,1835000,0,2607304,2607304,,,,,,,,,,,,,,,,
Fund II,KD,nuTOHJ4BDznUBuxJkmz2,2026-05-12T15:29:00+00:00,0,,2026-01-02T00:00:00+00:00,2026-05-12 00:00:00,[],qxsDposBzWTQuO_KVE_Q,NcVKgowBilbKVyxjktdt,NcVKgowBilbKVyxjktdt,portfolio,Swap Phase 1,primary,investment,False,Swap Phase 1,2026-01-02T00:00:00+00:00,Investment,,0,Euro,,No,[],Primary,,,,,,No,Yes,33.53,,0,0,3195646,3195646,,,,,,,,,,,,,,,,
Fund II,Odilo,maxOgowBubVKhabYH1EP,2023-12-19T13:40:00+00:00,1099965.8,EUR,2016-12-23T00:00:00+00:00,2024-07-22 00:00:00,[],qxsDposBzWTQuO_KVE_Q,4KxKgowBubVKhabYlk9l,4KxKgowBubVKhabYlk9l,portfolio,Participaciones - Ronda 1,primary,investment,True,Participaciones - Ronda 1,2016-12-23T00:00:00+00:00,investment,,1099965.8,EUR,,,,primary,20038722,,,,,No,TRUE,196.2426,,4699728,11122,102112,102112,Initial,Series A,,,,,,,0,,,,,,,
Fund II,Odilo,mqxOgowBubVKhabYH1ET,2023-12-19T13:40:00+00:00,1099965.8,EUR,2018-01-30T00:00:00+00:00,2024-07-22 00:00:00,[],qxsDposBzWTQuO_KVE_Q,4KxKgowBubVKhabYlk9l,4KxKgowBubVKhabYlk9l,portfolio,Participaciones - Ronda 1,primary,investment,True,Participaciones - Ronda 1,2018-01-30T00:00:00+00:00,investment,,1099965.8,EUR,,,,primary,20038722,,,,,No,TRUE,196.2426,,4699728,0,102112,102112,Initial,Series A Second Tranche,,,,,,,0,,,,,,,
Fund II,Odilo,m6xOgowBubVKhabYH1EV,2023-12-19T13:40:00+00:00,569965.56,EUR,2019-05-28T00:00:00+00:00,2024-07-22 00:00:00,[],qxsDposBzWTQuO_KVE_Q,4KxKgowBubVKhabYlk9l,4KxKgowBubVKhabYlk9l,portfolio,Participaciones - Ronda 2,primary,investment,True,Participaciones - Ronda 2,2019-05-28T00:00:00+00:00,investment,,569965.56,EUR,,,,primary,36099861,,,,,No,TRUE,302.808,,5324000,1891,119217,119217,Follow On,Series B,,,,,,,0,,,,,,,
Fund II,Odilo,jaxOgowBubVKhabYHlHp,2023-12-19T13:40:00+00:00,0,EUR,2020-02-27T00:00:00+00:00,2024-07-22 00:00:00,[],qxsDposBzWTQuO_KVE_Q,4KxKgowBubVKhabYlk9l,4KxKgowBubVKhabYlk9l,portfolio,Participaciones - Ronda 3,primary,investment,True,Participaciones - Ronda 3,2020-02-27T00:00:00+00:00,investment,,0,EUR,,No,,primary,38439700,,,,,No,TRUE,301.7292269,,2339838.75,0,127398,127398,Follow On,Series B Extension,,,,,,,0,,,,,,,
Fund II,Odilo,nKxOgowBubVKhabYH1EZ,2023-12-19T13:40:00+00:00,0,EUR,2022-05-10T00:00:00+00:00,2024-07-22 00:00:00,[],qxsDposBzWTQuO_KVE_Q,4KxKgowBubVKhabYlk9l,4KxKgowBubVKhabYlk9l,portfolio,Participaciones - Ronda 4,primary,investment,True,Participaciones - Ronda 4,2022-05-10T00:00:00+00:00,investment,,0,EUR,,,,primary,223617730,,,,,No,TRUE,1388.93,,41617730,0,161000,161000,Follow On,Series C,,,,,,,0,,,,,,,
Fund II,Odilo,4uSEQ5wBDznUBuxJ_AZU,2026-02-09T17:48:00+00:00,0,,2025-12-31T00:00:00+00:00,2026-02-09 00:00:00,[],qxsDposBzWTQuO_KVE_Q,4KxKgowBubVKhabYlk9l,4KxKgowBubVKhabYlk9l,portfolio,Valuation update,primary,investment,False,Valuation update,2025-12-31T00:00:00+00:00,Investment,,0,Euro,,No,[],Primary,0,,,,,No,Yes,694.465,0,0,0,161000,161000,Follow On,Valuation update,,,,,,,,,,,,,,
Fund II,Paack,naxOgowBubVKhabYH1Ec,2023-12-19T13:40:00+00:00,2500037.97,EUR,2018-05-29T00:00:00+00:00,2024-01-29 00:00:00,[],qxsDposBzWTQuO_KVE_Q,N8VKgowBilbKVyxjmtdb,N8VKgowBilbKVyxjmtdb,portfolio,Inversion - Inicial - Ronda 1,primary,investment,True,Inversion - Inicial - Ronda 1,2018-05-29T00:00:00+00:00,investment,,2500037.97,EUR,,,,primary,27520531,,,,,No,Yes,176.0311,,7520265.46,16463,156339,156339,Initial,Series A,,,,,,,0,,,,,,,
Fund II,Paack,nqxOgowBubVKhabYH1Ef,2023-12-19T13:40:00+00:00,1500000,EUR,2019-02-19T00:00:00+00:00,2024-07-22 00:00:00,[],qxsDposBzWTQuO_KVE_Q,N8VKgowBilbKVyxjmtdb,N8VKgowBilbKVyxjmtdb,portfolio,Inversion - Follow on - No Ronda,convertible_notes,investment,True,Inversion - Follow on - No Ronda,2019-02-19T00:00:00+00:00,Investment,,1500000,Euro,,No,[],Convertible Notes,27520531,,,,,No,,,,,0,,,Follow On,Convertible,,,,,,,0,,,,,,,
Fund II,Paack,n6xOgowBubVKhabYH1Ei,2023-12-19T13:40:00+00:00,0,EUR,2019-05-20T00:00:00+00:00,2024-07-22 00:00:00,[],qxsDposBzWTQuO_KVE_Q,N8VKgowBilbKVyxjmtdb,N8VKgowBilbKVyxjmtdb,portfolio,Inversion - Follow on - Ronda 3,primary,investment,True,Inversion - Follow on - Ronda 3,2019-05-20T00:00:00+00:00,investment,,0,EUR,,,,primary,57366482,,,,,No,TRUE,250.6006,,14499908.32,0,228916,228916,Follow On,Series B,,,,,,,0,,,,,,,
Fund II,Paack,oKxOgowBubVKhabYH1El,2023-12-19T13:40:00+00:00,0,EUR,2019-05-20T00:00:00+00:00,2024-01-29 00:00:00,[],qxsDposBzWTQuO_KVE_Q,N8VKgowBilbKVyxjmtdb,N8VKgowBilbKVyxjmtdb,portfolio,Inversión - Follow-on - Ronda 2,primary,investment,True,Inversión - Follow-on - Ronda 2,2019-05-20T00:00:00+00:00,investment,,0,EUR,,,,primary,41908220,,,,,Yes,No,183.0725,,2900000,7606,228916,228916,Follow On,Conversion Convertible,,,,,Inversion - Follow on - No Ronda (Investment - Convertible notes),,1,,,,,,,
Fund II,Paack,oaxOgowBubVKhabYH1Eo,2023-12-19T13:40:00+00:00,1020079,EUR,2019-07-12T00:00:00+00:00,2024-07-22 00:00:00,[],qxsDposBzWTQuO_KVE_Q,N8VKgowBilbKVyxjmtdb,N8VKgowBilbKVyxjmtdb,portfolio,Inversion - Compraventa - No Ronda,secondary,investment,True,Inversion - Compraventa - No Ronda,2019-07-12T00:00:00+00:00,investment,,1020079,EUR,,No,,secondary,57366482,,,,,No,FALSE,146.3442,,,5027,244548,244548,Sale,Secondary,,,,,,,0,,,,,,,
Fund II,Paack,oqxOgowBubVKhabYH1Es,2023-12-19T13:40:00+00:00,0,EUR,2020-04-23T00:00:00+00:00,2024-07-24 00:00:00,[],qxsDposBzWTQuO_KVE_Q,N8VKgowBilbKVyxjmtdb,N8VKgowBilbKVyxjmtdb,portfolio,Inversion - Follow on - No Ronda,convertible_notes,investment,True,Inversion - Follow on - No Ronda,2020-04-23T00:00:00+00:00,investment,,0,EUR,,No,,convertible_notes,57366482,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
Fund II,Paack,o6xOgowBubVKhabYH1Ev,2023-12-19T13:40:00+00:00,0,EUR,2020-11-10T00:00:00+00:00,2024-07-22 00:00:00,[],qxsDposBzWTQuO_KVE_Q,N8VKgowBilbKVyxjmtdb,N8VKgowBilbKVyxjmtdb,portfolio,Inversion - Follow-on - Ronda 4,primary,investment,True,Inversion - Follow-on - Ronda 4,2020-11-10T00:00:00+00:00,investment,,0,EUR,,,,primary,191886840,,,,,No,TRUE,592.9314266,,32500000,0,323624,323624,Follow On,Series C,,,,,,,0,,,,,,,
Fund II,Paack,pKxOgowBubVKhabYH1Ey,2023-12-19T13:40:00+00:00,0,EUR,2022-03-10T00:00:00+00:00,2024-07-22 00:00:00,[],qxsDposBzWTQuO_KVE_Q,N8VKgowBilbKVyxjmtdb,N8VKgowBilbKVyxjmtdb,portfolio,Inversión - Follow-on - Ronda 5,primary,investment,True,Inversión - Follow-on - Ronda 5,2022-03-10T00:00:00+00:00,investment,,0,EUR,,,,primary,676465798,,,,,No,TRUE,1514.003388,,162399210,0,446806,446806,Follow On,Series D,,,,,,,0,,,,,,,
Fund II,Paack,paxOgowBubVKhabYH1E1,2023-12-19T13:40:00+00:00,0,EUR,2023-06-30T00:00:00+00:00,2024-07-22 00:00:00,[],qxsDposBzWTQuO_KVE_Q,N8VKgowBilbKVyxjmtdb,N8VKgowBilbKVyxjmtdb,portfolio,Inversión - Follow-on - Ronda 6,primary,investment,True,Inversión - Follow-on - Ronda 6,2023-06-30T00:00:00+00:00,investment,,0,EUR,,,,primary,473796512,,,,,No,TRUE,905.77,450000000,23796511.99,0,523087,523087,Follow On,,,,,,,,0,,,,,,,
Fund II,Paack,dhWleZABPeG1yz-cmN7o,2024-07-03T17:30:00+00:00,5020116.97,,2023-09-30T00:00:00+00:00,2024-07-03 00:00:00,[],qxsDposBzWTQuO_KVE_Q,N8VKgowBilbKVyxjmtdb,N8VKgowBilbKVyxjmtdb,portfolio,Valuation at cost,fair_value,valuation,True,Valuation at cost,2023-09-30T00:00:00+00:00,Valuation,Fair Value,5020116.97,Euro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fund II,Paack,Egm74JABZc09Kj9C37Tr,2024-07-23T17:55:00+00:00,0,EUR,2024-01-15T00:00:00+00:00,2024-07-23 00:00:00,[],qxsDposBzWTQuO_KVE_Q,N8VKgowBilbKVyxjmtdb,N8VKgowBilbKVyxjmtdb,portfolio,ICO Investment,primary,investment,True,ICO Investment,2024-01-15T00:00:00+00:00,Investment,,0,Euro,,No,[],Primary,483796212.8,,,,,No,No,0,474592684,9999700.89,0,535006,535006,,,,,,,,,,,,,,,,
Fund II,Paack,wDYQB5MBGNk3VFi45rK4,2024-11-07T14:39:00+00:00,0,EUR,2024-07-15T00:00:00+00:00,2024-11-07 00:00:00,[],qxsDposBzWTQuO_KVE_Q,N8VKgowBilbKVyxjmtdb,N8VKgowBilbKVyxjmtdb,portfolio,Series G2 - Antidilution,primary,investment,True,Series G2 - Antidilution,2024-07-15T00:00:00+00:00,Investment,,0,Euro,,No,[],Primary,21789992.7,,,,,No,No,17.73,,,120,1228990,1228990,Follow On,Series G2 (1st Tranche) - Antidilution,,,,,,,,,,,,,,
Fund II,Paack,yRYLB5MBPeG1yz-cbHDH,2024-11-07T14:33:00+00:00,600012.93,EUR,2024-07-15T00:00:00+00:00,2024-11-07 00:00:00,[],qxsDposBzWTQuO_KVE_Q,N8VKgowBilbKVyxjmtdb,N8VKgowBilbKVyxjmtdb,portfolio,Series G1,primary,investment,True,Series G1,2024-07-15T00:00:00+00:00,Investment,,600012.93,Euro,,No,[],Primary,21789992.7,,,,,No,Yes,17.7303546,,,33841,1228990,1228990,Follow On,,,,,,,,,,,,,,,
Fund II,Paack,wvcK8ZQBjKFidjqzOrpj,2025-02-10T18:06:00+00:00,399996.8,EUR,2024-10-17T00:00:00+00:00,2025-02-10 00:00:00,[],qxsDposBzWTQuO_KVE_Q,N8VKgowBilbKVyxjmtdb,N8VKgowBilbKVyxjmtdb,portfolio,Series G1 - Second tranche,primary,investment,True,Series G1 - Second tranche,2024-10-17T00:00:00+00:00,Investment,,399996.8,Euro,,No,[],Primary,21789992.7,,,,,No,Yes,17.73,,,22560,1719115,1719115,Follow On,Series G1 - Second tranche,,,,,,,,,,,,,,
Fund II,Paack,ezYO8ZQBGNk3VFi4SfY-,2025-02-10T18:10:00+00:00,0,EUR,2024-10-17T00:00:00+00:00,2025-02-10 00:00:00,[],qxsDposBzWTQuO_KVE_Q,N8VKgowBilbKVyxjmtdb,N8VKgowBilbKVyxjmtdb,portfolio,Series G2 (Second tranche) - Antidilution,primary,investment,True,Series G2 (Second tranche) - Antidilution,2024-10-17T00:00:00+00:00,Investment,,0,Euro,,No,[],Primary,,,,,,No,No,17.73,,,80,1719115,1719115,Follow On,,,,,,,,,,,,,,,
Fund II,Paack,mPeBB5MBjKFidjqzxm0m,2024-11-07T16:42:00+00:00,6020126.7,EUR,2024-12-31T00:00:00+00:00,2024-11-07 00:00:00,[],qxsDposBzWTQuO_KVE_Q,N8VKgowBilbKVyxjmtdb,N8VKgowBilbKVyxjmtdb,portfolio,Valuation at cost,fair_value,valuation,True,Valuation at cost,2024-12-31T00:00:00+00:00,Valuation,Fair Value,6020126.7,Euro,Valuation at cost,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
Fund II,Paack,lrXNeJoB8PRNWiVON9_K,2025-11-12T16:01:00+00:00,49.17428486,EUR,2025-09-30T00:00:00+00:00,2025-11-12 00:00:00,[],qxsDposBzWTQuO_KVE_Q,N8VKgowBilbKVyxjmtdb,N8VKgowBilbKVyxjmtdb,portfolio,Valuation update Q3'25,pps,valuation,True,Valuation update Q3'25,2025-09-30T00:00:00+00:00,Valuation,Price per Share,49.17428486,Euro,Valuation update,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7x our investment cost,
Fund II,Rewardsweb,pqxOgowBubVKhabYH1E4,2023-12-19T13:40:00+00:00,2999999.87,USD,2016-12-30T00:00:00+00:00,2024-07-03 00:00:00,[],qxsDposBzWTQuO_KVE_Q,rRtKgowBzWTQuO_KmlhV,rRtKgowBzWTQuO_KmlhV,portfolio,Inversión - Inicial - Ronda 1,primary,investment,True,Inversión - Inicial - Ronda 1,2016-12-30T00:00:00+00:00,investment,,2999999.87,USD,,,,primary,23482129,,,,,No,TRUE,0.2212,,4999999.87,12861019,106154350,106154350,Initial,Series A,,0.948316738,,,,,0,,,,,,,
Fund II,Rewardsweb,p6xOgowBubVKhabYH1E7,2023-12-19T13:40:00+00:00,100000,USD,2019-09-12T00:00:00+00:00,2024-07-22 00:00:00,[],qxsDposBzWTQuO_KVE_Q,rRtKgowBzWTQuO_KmlhV,rRtKgowBzWTQuO_KmlhV,portfolio,Inversión - Follow-on - No Ronda,convertible_notes,investment,True,Inversión - Follow-on - No Ronda,2019-09-12T00:00:00+00:00,investment,,100000,USD,,,,convertible_notes,,,,,,,,,,,0,,,Follow On,Convertible,,0.9299488,,,,,0,,,,,,,
Fund II,Rewardsweb,qaxOgowBubVKhabYH1FB,2023-12-19T13:40:00+00:00,0,USD,2021-08-02T00:00:00+00:00,2024-07-18 00:00:00,[],qxsDposBzWTQuO_KVE_Q,rRtKgowBzWTQuO_KmlhV,rRtKgowBzWTQuO_KmlhV,portfolio,Deterioro Reported Value,primary,investment,True,Deterioro Reported Value,2021-08-02T00:00:00+00:00,investment,,0,USD,,,,primary,15641887,,,,,No,TRUE,0.0939,,,0,197997305,197997305,Follow On,Conversion Convertible,,0.9299488,,,,,0,,,,,,,
Fund II,Rewardsweb,qKxOgowBubVKhabYH1E-,2023-12-19T13:40:00+00:00,0,USD,2021-08-02T00:00:00+00:00,2024-07-18 00:00:00,[],qxsDposBzWTQuO_KVE_Q,rRtKgowBzWTQuO_KmlhV,rRtKgowBzWTQuO_KmlhV,portfolio,Deterioro (reducción shares),primary,investment,True,Deterioro (reducción shares),2021-08-02T00:00:00+00:00,investment,,0,USD,,,,primary,15641887,,,,,Yes,TRUE,0.0939,14591946.94,4000000,1420454,197997305,197997305,Follow On,Conversion Convertible,,0.9299488,,,Inversión - Follow-on - No Ronda (Investment - Convertible notes),,1,,,,,,,
Fund II,Stoyo,qqxOgowBubVKhabYH1FE,2023-12-19T13:40:00+00:00,999689.04,EUR,2016-10-06T00:00:00+00:00,2024-07-22 00:00:00,[],qxsDposBzWTQuO_KVE_Q,46xKgowBubVKhabYnk8_,46xKgowBubVKhabYnk8_,portfolio,Participaciones - Ronda 1,primary,investment,True,Participaciones - Ronda 1,2016-10-06T00:00:00+00:00,investment,,999689.04,EUR,,,,primary,12746035,,,,,No,TRUE,1803.34,,2746059.4,648,7068,7068,Initial,Series A,,,,,,,0,,,,,,,
Fund II,Stoyo,q6xOgowBubVKhabYH1FH,2023-12-19T13:40:00+00:00,631807.92,EUR,2018-07-04T00:00:00+00:00,2024-07-22 00:00:00,[],qxsDposBzWTQuO_KVE_Q,46xKgowBubVKhabYnk8_,46xKgowBubVKhabYnk8_,portfolio,Participaciones - Ronda 2,primary,investment,True,Participaciones - Ronda 2,2018-07-04T00:00:00+00:00,investment,,631807.92,EUR,,,,primary,19607832,,,,,No,TRUE,2420.720011,,2004356.16,261,8100,8100,Follow On,Series A2,,,,,,,0,,,,,,,
Fund II,Stoyo,rKxOgowBubVKhabYH1FL,2023-12-19T13:40:00+00:00,2727,EUR,2020-02-26T00:00:00+00:00,2024-07-22 00:00:00,[],qxsDposBzWTQuO_KVE_Q,46xKgowBubVKhabYnk8_,46xKgowBubVKhabYnk8_,portfolio,Participaciones - No Ronda,primary,investment,True,Participaciones - No Ronda,2020-02-26T00:00:00+00:00,investment,,2727,EUR,,,,primary,19607832,,,,,No,FALSE,0,,,0,8100,8100,Follow On,Split,,,,,,,0,,,,,,,
Fund II,Stoyo,sxQZVY0BPeG1yz-cgLGd,2024-01-29T12:02:00+00:00,,,2022-12-31T00:00:00+00:00,2024-01-29 00:00:00,[],qxsDposBzWTQuO_KVE_Q,46xKgowBubVKhabYnk8_,46xKgowBubVKhabYnk8_,portfolio,Valuation at cost,fair_value,valuation,True,Valuation at cost,2022-12-31T00:00:00+00:00,Valuation,Fair Value,1634223.96,Euro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fund II,Stoyo,mRa0C5MBPeG1yz-cL3IJ,2024-11-08T12:16:00+00:00,0,,2024-09-30T00:00:00+00:00,2024-11-08 00:00:00,[],qxsDposBzWTQuO_KVE_Q,46xKgowBubVKhabYnk8_,46xKgowBubVKhabYnk8_,portfolio,Write Off,equity,write_off,True,Write Off,2024-09-30T00:00:00+00:00,Write Off,,0,Euro,,,,,,,,,,,,,,,,,,,,,,,,,Equity,,,,,,,,
Fund II,Tier Mobility,raxOgowBubVKhabYH1FO,2023-12-19T13:40:00+00:00,499639.15,EUR,2018-11-28T00:00:00+00:00,2024-07-22 00:00:00,[],qxsDposBzWTQuO_KVE_Q,rxtKgowBzWTQuO_KnlhI,rxtKgowBzWTQuO_KnlhI,portfolio,Inversion - Inicial - Ronda 1,primary,investment,True,Inversion - Inicial - Ronda 1,2018-11-28T00:00:00+00:00,investment,,499639.15,EUR,,,,primary,49985151,,,,,No,TRUE,1125.03,,10497418,400,44430,44430,Initial,Series A,,,,,,,0,,,,,,,
Fund II,Tier Mobility,RaxOgowBubVKhabYHVHA,2023-12-19T13:40:00+00:00,499639.15,EUR,2019-03-29T00:00:00+00:00,2024-07-22 00:00:00,[],qxsDposBzWTQuO_KVE_Q,rxtKgowBzWTQuO_KnlhI,rxtKgowBzWTQuO_KnlhI,portfolio,Inversion - Follow-on - Ronda 2,primary,investment,False,Inversion - Follow-on - Ronda 2,2019-03-29T00:00:00+00:00,Investment,,499639.15,Euro,,No,[],Primary,66036862,,,,,No,Yes,1249.16,,15598290.1,400,52865,52865,Initial,Series A,,,,,,,0,,,,,,,
Fund II,Tier Mobility,rqxOgowBubVKhabYH1FS,2023-12-19T13:40:00+00:00,750000,EUR,2019-07-09T00:00:00+00:00,2024-07-22 00:00:00,[],qxsDposBzWTQuO_KVE_Q,rxtKgowBzWTQuO_KnlhI,rxtKgowBzWTQuO_KnlhI,portfolio,Inversion - Follow-on - No Ronda,convertible_notes,investment,True,Inversion - Follow-on - No Ronda,2019-07-09T00:00:00+00:00,investment,,750000,EUR,,No,,convertible_notes,66036862,,,,,,,,,,,,,Follow On,Convertible,,,,,,,0,,,,,,,
Fund II,Tier Mobility,r6xOgowBubVKhabYH1FV,2023-12-19T13:40:00+00:00,0,EUR,2019-09-30T00:00:00+00:00,2024-07-22 00:00:00,[],qxsDposBzWTQuO_KVE_Q,rxtKgowBzWTQuO_KnlhI,rxtKgowBzWTQuO_KnlhI,portfolio,Inversión - Follow-on - Ronda 3,primary,investment,True,Inversión - Follow-on - Ronda 3,2019-09-30T00:00:00+00:00,investment,,0,EUR,,No,,primary,0,,,,,No,TRUE,3539.45,,54518104.27,265,71909,71909,Follow On,Conversion Convertible,,,,,,,1,,,,,,,
Fund II,Tier Mobility,sKxOgowBubVKhabYH1FY,2023-12-19T13:40:00+00:00,0,EUR,2019-10-01T00:00:00+00:00,2024-07-22 00:00:00,[],qxsDposBzWTQuO_KVE_Q,rxtKgowBzWTQuO_KnlhI,rxtKgowBzWTQuO_KnlhI,portfolio,Inversion - Follow-on - Ronda 4,primary,investment,True,Inversion - Follow-on - Ronda 4,2019-10-01T00:00:00+00:00,investment,,0,EUR,,,,primary,314863023,,,,,No,TRUE,3981.88,,22290553,0,79074,79074,Follow On,Series B,,,,,,,0,,,,,,,
Fund II,Tier Mobility,saxOgowBubVKhabYH1Fb,2023-12-19T13:40:00+00:00,100020,EUR,2020-06-10T00:00:00+00:00,2024-07-22 00:00:00,[],qxsDposBzWTQuO_KVE_Q,rxtKgowBzWTQuO_KnlhI,rxtKgowBzWTQuO_KnlhI,portfolio,Inversion - Follow-on - No Ronda,convertible_notes,investment,True,Inversion - Follow-on - No Ronda,2020-06-10T00:00:00+00:00,investment,,100020,EUR,,,,convertible_notes,,,,,,,,,,,,,,Follow On,Convertible,,,,,,,0,,,,,,,
Fund II,Tier Mobility,sqxOgowBubVKhabYH1Fe,2023-12-19T13:40:00+00:00,0,EUR,2020-11-09T00:00:00+00:00,2024-07-22 00:00:00,[],qxsDposBzWTQuO_KVE_Q,rxtKgowBzWTQuO_KnlhI,rxtKgowBzWTQuO_KnlhI,portfolio,Inversión - Follow-on - Ronda 5,primary,investment,True,Inversión - Follow-on - Ronda 5,2020-11-09T00:00:00+00:00,investment,,0,EUR,,,,primary,902336579,,,,,No,TRUE,6801.72,,,20,132663,132663,Follow On,Series C,,,,,,,0,,,,,,,
